ref,client_id,client_nom,type_credit,montant,duree,taux,score,statut,date_depot,agence_id
ENG-21745,CLI-10093,Samira Hakim,Mourabaha Immo,521018.74,240,4.54,43,Valide,2026-06-20 11:35:17,AG-003
ENG-21746,CLI-10201,Youssef Idrissi,Credit Tresorerie,345995.92,12,6.66,47,Debloque,2025-07-10 15:17:49,AG-009
ENG-21747,CLI-10104,Soukaina Fikri,Mourabaha Immo,220613.51,180,8.03,43,Debloque,2025-03-21 10:29:02,AG-010
ENG-21748,CLI-10150,Karim Balafrej,Mourabaha Immo,688996.66,180,8.25,55,En analyse,2025-10-27 12:18:25,AG-003
ENG-21749,CLI-10061,Samira El Fassi,Mourabaha Auto,66145.58,36,7.73,82,Debloque,2023-02-20 09:15:18,AG-003
ENG-21750,CLI-10115,Leila Tazi,Mourabaha Immo,538982.57,120,8.86,47,Valide,2025-07-25 11:53:51,AG-001
ENG-21751,CLI-10477,Imane Berrada,Mourabaha Immo,708630.34,120,3.71,54,Valide,2024-06-27 10:24:35,AG-007
ENG-21752,CLI-10368,Zineb Hakim,Mourabaha Immo,695045.73,120,4.31,70,Valide,2023-07-28 17:08:24,AG-010
ENG-21753,CLI-10377,Amina Berrada,Mourabaha Auto,260350.99,36,6.35,34,En analyse,2024-11-02 09:28:50,AG-002
ENG-21754,CLI-10165,Hassan Zniber,Mourabaha Auto,242140.98,36,7.48,64,Valide,2024-06-03 16:23:18,AG-005
ENG-21755,CLI-10301,Rachid Mouline,Mourabaha Immo,222664.91,180,5.75,43,En analyse,2023-08-01 12:22:57,AG-009
ENG-21756,CLI-10324,Meryem Kabbaj,Credit Tresorerie,420369.45,12,7.59,30,Debloque,2025-10-08 12:56:34,AG-006
ENG-21757,CLI-10367,Khadija Fikri,Investissement PME,1322256.3,36,4.75,62,Debloque,2026-03-16 09:50:40,AG-008
ENG-21758,CLI-10487,Nadia Jai,Ijara,443287.77,120,8.27,24,Debloque,2026-04-13 12:20:28,AG-008
ENG-21759,CLI-10426,Hind Erraji,Mourabaha Immo,67220.65,180,8.79,40,Debloque,2023-09-03 17:59:45,AG-007
ENG-21760,CLI-10170,Meryem Fassi-Fihri,Credit Tresorerie,203416.62,,5.19,38,Valide,2025-12-03 13:26:58,AG-002
ENG-21761,CLI-10410,Khadija Ouazzani,Ijara,403919.78,240,7.45,49,Debloque,2023-06-19 13:23:05,AG-010
ENG-21762,CLI-10135,Hassan Zniber,Ijara,551109.59,120,6.36,32,Valide,2026-04-02 16:56:52,AG-001
ENG-21763,CLI-10003,Ahmed Alaoui,Mourabaha Immo,791283.04,120,7.68,52,Valide,2026-06-27 12:16:19,AG-003
ENG-21764,CLI-10500,Ahmed Hakim,Mourabaha Immo,730154.11,180,8.57,76,Debloque,2023-04-17 16:47:39,AG-007
ENG-21765,CLI-10091,Khalid Mouline,Mourabaha Auto,292512.26,60,5.17,84,Debloque,2023-07-03 08:18:09,AG-007
ENG-21766,CLI-10385,Youssef Benjelloun,Investissement PME,1064305.56,84,6.34,25,Valide,2026-04-24 09:46:31,AG-005
ENG-21767,CLI-10183,Hicham Mouline,Ijara,426728.87,180,5.52,25,En analyse,2024-09-03 16:01:32,AG-006
ENG-21768,CLI-10262,Asmaa Fassi-Fihri,Mourabaha Immo,667754.19,240,7.02,28,Debloque,2025-05-02 08:55:34,AG-007
ENG-21769,CLI-10305,Khalid Fikri,Mourabaha Immo,278169.46,240,4.28,49,Debloque,2025-03-21 16:32:32,AG-006
ENG-21770,CLI-10337,Driss Benjelloun,Mourabaha Auto,491670.29,36,8.24,74,Debloque,2026-10-14 14:12:28,AG-009
ENG-21771,CLI-10404,Karim Ouazzani,Mourabaha Immo,557213.82,120,5.41,43,Valide,2023-10-19 09:48:09,AG-003
ENG-21772,CLI-10472,Driss Sbihi,Mourabaha Immo,275487.49,180,7.12,40,Debloque,2025-10-14 12:33:08,AG-004
ENG-21773,CLI-10141,Amina Tazi,Mourabaha Immo,428150.53,240,5.03,55,Debloque,2026-11-07 13:43:56,AG-002
ENG-21774,CLI-10099,Amina Alaoui,Mourabaha Auto,293312.13,36,6.82,92,Surveillance,2025-07-09 12:43:28,AG-009
ENG-21775,CLI-10230,Youssef El Amrani,Ijara,593057.65,240,8.88,56,Surveillance,2025-11-12 14:24:02,AG-003
ENG-21776,CLI-10091,Khalid Mouline,Mourabaha Auto,223922.4,24,6.16,95,Valide,2024-10-15 11:07:02,AG-007
ENG-21777,CLI-10272,Youssef Hakim,Mourabaha Auto,359122.83,60,4.95,,Valide,2026-09-24 13:13:20,AG-008
ENG-21778,CLI-10142,Omar Zniber,Ijara,20000,120,7.25,32,Valide,2024-03-28 12:59:11,AG-010
ENG-21779,CLI-10039,Hicham Alaoui,Investissement PME,1506623.65,48,8.72,29,Debloque,2025-01-09 08:25:50,AG-005
ENG-21780,CLI-10015,Hicham Benjelloun,Mourabaha Immo,921288.45,240,5.97,46,Valide,2023-11-26 12:30:16,AG-001
ENG-21781,CLI-10358,Salma Sbihi,Mourabaha Auto,356702.88,48,3.51,71,Valide,2024-10-11 10:30:34,AG-004
ENG-21782,CLI-10395,Driss Guedira,Mourabaha Auto,154867.3,36,8.27,31,Surveillance,2023-08-20 10:59:09,AG-006
ENG-21783,CLI-10286,Omar El Amrani,Credit Tresorerie,71298.38,36,3.63,89,Debloque,2023-07-14 16:11:14,AG-003
ENG-21784,CLI-10256,Leila Hakim,Mourabaha Immo,789004.27,120,5.68,88,Surveillance,2024-09-20 14:37:16,AG-010
ENG-21785,CLI-10222,Rachid Ouazzani,Mourabaha Immo,193065.96,120,6.65,70,Debloque,2024-07-27 11:32:26,AG-008
ENG-21786,CLI-10403,Ahmed Benjelloun,Investissement PME,1871964.49,48,3.59,22,Surveillance,2024-09-17 13:04:47,AG-005
ENG-21787,CLI-10276,Abdellah Alaoui,Mourabaha Auto,357815.59,36,4.04,89,Surveillance,2025-06-02 08:27:17,AG-010
ENG-21788,CLI-10439,Abdellah Sbihi,Mourabaha Immo,568734.48,240,8.81,59,Surveillance,2026-06-26 14:04:06,AG-010
ENG-21789,CLI-10007,Said Mouline,Mourabaha Auto,156072.89,48,8.36,72,Debloque,2026-07-25 12:49:57,AG-007
ENG-21790,CLI-10096,Youssef Mouline,Mourabaha Auto,190971.94,36,6.47,50,Debloque,2023-03-04 09:26:10,AG-006
ENG-21791,CLI-10351,Youssef Zniber,Ijara,310164.67,180,6.42,70,Debloque,2024-02-22 15:59:07,AG-001
ENG-21792,CLI-10131,Ahmed Kabbaj,Investissement PME,1272536.13,84,8.78,86,Debloque,2023-03-05 12:48:41,AG-003
ENG-21793,CLI-10260,Zineb Guedira,Mourabaha Auto,337447.49,36,6.4,95,Debloque,2026-12-27 14:51:43,AG-004
ENG-21794,CLI-10427,Imane Sbihi,Mourabaha Auto,267726.22,24,,35,Debloque,2026-04-26 17:16:20,AG-004
ENG-21795,CLI-10148,Asmaa Mouline,Mourabaha Auto,344816.69,36,8.42,23,Debloque,2024-10-21 10:07:08,AG-004
ENG-21796,CLI-10165,Hassan Zniber,Mourabaha Auto,229053.64,24,8.23,28,Debloque,2024-05-03 15:53:10,AG-005
ENG-21797,CLI-10323,Hicham Tazi,Mourabaha Immo,626787.78,120,6.29,28,Valide,2023-04-10 15:17:53,AG-006
ENG-21798,CLI-10142,Omar Zniber,Ijara,336504.31,180,6.93,42,Valide,2025-12-10 09:44:55,AG-010
ENG-21799,CLI-10268,Mehdi Hakim,Mourabaha Immo,415075.56,240,4.23,,Debloque,2024-04-28 10:54:51,AG-010
ENG-21800,CLI-10024,Driss Benjelloun,Mourabaha Immo,241733.59,240,6.95,77,Surveillance,2024-04-02 08:52:01,AG-002
ENG-21801,CLI-10482,Hicham Idrissi,Mourabaha Immo,651922.51,180,5.27,37,Debloque,2023-03-27 13:29:24,AG-005
ENG-21802,CLI-10392,Hicham Fassi-Fihri,Mourabaha Auto,231560.07,24,4.33,69,Debloque,2023-09-20 10:01:39,AG-002
ENG-21803,CLI-10275,Omar Zniber,Mourabaha Auto,202695.73,24,4.25,80,Debloque,2026-05-19 10:19:51,AG-008
ENG-21804,CLI-10068,Youssef El Fassi,Ijara,468446.97,240,6.56,47,Debloque,2025-08-22 11:32:33,AG-008
ENG-21805,CLI-10002,Abdellah Kabbaj,Mourabaha Immo,663501.09,180,5.2,25,Surveillance,2026-06-16 15:34:33,AG-008
ENG-21806,CLI-10103,Asmaa Mouline,Mourabaha Auto,251348.31,60,7.72,42,Contentieux,2025-04-09 13:10:46,AG-005
ENG-21807,CLI-10310,Mehdi Erraji,Mourabaha Auto,250727.32,24,6.93,36,En analyse,2025-07-20 17:46:55,AG-009
ENG-21808,CLI-10280,Rachid El Fassi,Ijara,321062.8,240,4.08,51,Debloque,2026-12-15 14:52:29,AG-003
ENG-21809,CLI-10363,Hicham Benjelloun,Investissement PME,2226967.03,48,4.28,79,Surveillance,2023-10-01 10:44:19,AG-002
ENG-21810,CLI-10238,Hind Fassi-Fihri,Credit Tresorerie,487293.6,36,8.94,41,Debloque,2023-05-23 14:10:09,AG-002
ENG-21811,CLI-10457,Amine Tazi,Ijara,628023.86,120,6.87,85,En analyse,2026-04-21 15:08:07,AG-006
ENG-21812,CLI-10141,Amina Tazi,Ijara,230418.71,240,4.66,59,Debloque,2023-03-16 14:10:47,AG-002
ENG-21813,CLI-10293,Soukaina Slaoui,Mourabaha Immo,382245.36,240,4.16,26,Debloque,2025-02-18 17:15:09,AG-009
ENG-21814,CLI-10021,Hicham Bennani,Mourabaha Immo,,120,5.28,92,Valide,2026-11-15 14:19:06,AG-006
ENG-21815,CLI-10244,Asmaa Benjelloun,Ijara,729004.38,240,7.98,93,Debloque,2025-11-19 17:41:06,AG-005
ENG-21816,CLI-10050,Amina Idrissi,Mourabaha Auto,296443.92,24,3.75,64,Valide,2023-11-09 11:25:31,AG-007
ENG-21817,CLI-10098,Omar Lamrani,Mourabaha Immo,,240,6.73,48,Debloque,2024-06-06 08:12:02,AG-001
ENG-21818,CLI-10149,Mohamed Idrissi,Mourabaha Immo,281641.35,240,5.0,29,Debloque,2024-05-12 10:03:48,AG-004
ENG-21819,CLI-10278,Hassan Ouazzani,Mourabaha Immo,571562.29,240,7.15,40,Valide,2024-07-23 13:43:59,AG-001
ENG-21820,CLI-10180,Rachid El Amrani,Ijara,311669.26,240,4.89,54,En analyse,2024-07-19 11:31:38,AG-005
ENG-21821,CLI-10087,Rachid Bencheikh,Ijara,527038.62,120,3.53,62,Contentieux,2023-12-07 13:32:48,AG-008
ENG-21822,CLI-10478,Fatima Zniber,Mourabaha Immo,412102.47,180,4.14,91,Valide,2026-01-27 17:35:57,AG-003
ENG-21823,CLI-10153,Abdellah El Fassi,Mourabaha Immo,880714.8,180,5.81,47,Debloque,2025-04-28 15:49:17,AG-008
ENG-21824,CLI-10046,Khadija Fikri,Ijara,461363.78,180,6.82,93,Debloque,2026-05-14 10:56:21,AG-009
ENG-21825,CLI-10496,Omar Lamrani,Credit Tresorerie,265737.79,12,8.55,73,En analyse,2026-11-12 14:54:40,AG-003
ENG-21826,CLI-10252,Said Bencheikh,Mourabaha Auto,333613.07,24,5.09,92,Debloque,2026-06-11 12:51:39,AG-007
ENG-21827,CLI-10260,Zineb Guedira,Mourabaha Immo,763782.25,120,6.45,90,Debloque,2024-05-18 10:24:30,AG-004
ENG-21828,CLI-10417,Mohamed El Fassi,Ijara,460605.05,240,6.04,37,Debloque,2023-06-13 15:23:10,AG-003
ENG-21829,CLI-10200,Khalid Guedira,Mourabaha Immo,493110.74,180,6.75,68,Valide,2024-09-15 09:45:05,AG-009
ENG-21830,CLI-10272,Youssef Hakim,Mourabaha Immo,816361.11,240,4.88,53,Debloque,2023-10-08 17:24:12,AG-008
ENG-21831,CLI-10128,Amine Lamrani,Mourabaha Auto,139728.12,48,7.42,54,Valide,2024-04-28 12:38:12,AG-008
ENG-21832,CLI-10444,Samira Fikri,Mourabaha Auto,237727.8,48,5.83,21,Valide,2026-08-18 15:04:45,AG-002
ENG-21833,CLI-10468,Ahmed Guedira,Credit Tresorerie,420071.47,24,5.65,56,Debloque,2023-01-19 09:09:51,AG-002
ENG-21834,CLI-10440,Samira Alaoui,Mourabaha Auto,372850.08,48,3.9,62,Valide,2026-09-20 13:10:07,AG-006
ENG-21835,CLI-10166,Zineb Zniber,Credit Tresorerie,359061.8,24,5.98,62,Valide,2023-06-11 13:55:52,AG-008
ENG-21836,CLI-10344,Khadija Sbihi,Ijara,533571.45,120,5.88,67,En analyse,2024-12-07 13:25:00,AG-007
ENG-21837,CLI-10149,Mohamed Idrissi,Mourabaha Auto,300459.32,36,5.37,59,Valide,2023-12-07 08:11:21,AG-004
ENG-21838,CLI-10427,Imane Sbihi,Ijara,283173.01,240,8.3,23,Valide,2026-02-18 14:31:52,AG-004
ENG-21839,CLI-10051,Driss El Amrani,Ijara,424933.53,180,8.13,65,Debloque,2025-02-25 10:07:11,AG-008
ENG-21840,CLI-10261,Fatima Guedira,Mourabaha Auto,541387.26,48,8.0,52,Debloque,2025-10-05 14:42:50,AG-008
ENG-21841,CLI-10493,Leila Ouazzani,Mourabaha Immo,386545.54,120,4.9,,Contentieux,2026-05-22 08:31:53,AG-002
ENG-21842,CLI-10223,Khalid Bennani,Credit Tresorerie,165926.11,24,5.69,35,En analyse,2024-01-23 14:37:43,AG-010
ENG-21843,CLI-10459,Nadia Hakim,Ijara,372515.13,120,4.96,21,Debloque,2024-11-06 16:21:51,AG-010
ENG-21844,CLI-10233,Mohamed Hakim,Mourabaha Immo,1195120.39,180,5.67,60,Debloque,2024-10-13 16:11:15,AG-001
ENG-21845,CLI-10013,Amina Berrada,Investissement PME,1344239.99,48,8.07,37,Debloque,2026-05-16 17:02:14,AG-006
ENG-21846,CLI-10202,Khadija El Amrani,Mourabaha Immo,375794.77,120,7.32,70,Debloque,2026-11-01 16:40:04,AG-010
ENG-21847,CLI-10267,Hassan Erraji,Credit Tresorerie,544579.96,12,3.9,25,Debloque,2024-04-25 11:53:36,AG-010
ENG-21848,CLI-10048,Amina Alaoui,Mourabaha Auto,188149.31,24,4.59,29,Valide,2023-05-10 09:00:13,AG-001
ENG-21849,CLI-10486,Ahmed Berrada,Mourabaha Immo,1259459.24,240,8.64,43,Valide,2026-12-01 14:29:05,AG-006
ENG-21850,CLI-10255,Imane Alaoui,Credit Tresorerie,346278.09,12,6.24,79,Debloque,2023-03-23 17:11:23,AG-002
ENG-21851,CLI-10112,Nadia Sbihi,Mourabaha Auto,195069.57,60,6.1,82,Debloque,2024-08-27 16:02:02,AG-004
ENG-21852,CLI-10155,Karim El Fassi,Mourabaha Auto,294164.24,24,7.53,52,En analyse,2024-05-17 13:29:46,AG-010
ENG-21853,CLI-10156,Hassan Alaoui,Ijara,113750.51,180,7.18,94,Debloque,2023-08-11 12:15:22,AG-008
ENG-21854,CLI-10354,Rachid Zniber,Mourabaha Immo,732650.45,240,7.12,23,Surveillance,2024-07-16 15:13:22,AG-006
ENG-21855,CLI-10141,Amina Tazi,Mourabaha Immo,376496.5,120,3.54,93,Debloque,2024-09-03 15:25:55,AG-002
ENG-21856,CLI-10222,Rachid Ouazzani,Mourabaha Auto,162670.39,60,3.65,66,Debloque,2026-08-06 15:11:38,AG-008
ENG-21857,CLI-10123,Mohamed El Amrani,Mourabaha Auto,295446.43,48,,37,Debloque,2025-01-18 11:00:08,AG-005
ENG-21858,CLI-10002,Abdellah Kabbaj,Mourabaha Auto,168204.55,24,6.13,21,Debloque,2023-10-20 10:45:15,AG-008
ENG-21859,CLI-10296,Hicham Tazi,Mourabaha Auto,188785.04,48,7.71,54,Debloque,2026-04-28 15:10:16,AG-004
ENG-21860,CLI-10255,Imane Alaoui,Investissement PME,1032713.93,60,6.14,24,En analyse,2024-04-12 16:10:33,AG-002
ENG-21861,CLI-10180,Rachid El Amrani,Mourabaha Auto,24029.67,24,7.31,33,Debloque,2025-08-15 14:49:50,AG-005
ENG-21862,CLI-10253,Leila Lamrani,Mourabaha Immo,370615.06,180,5.42,45,Inconnu,2026-12-12 11:30:23,AG-007
ENG-21863,CLI-10058,Khalid Alaoui,Investissement PME,1787902.69,48,7.83,21,Debloque,2026-12-10 12:56:44,AG-010
ENG-21864,CLI-10022,Salma Jai,Mourabaha Immo,704539.69,180,7.2,23,Debloque,2025-07-15 15:37:16,AG-004
ENG-21865,CLI-10066,Driss Hakim,Mourabaha Auto,133455.22,24,8.26,59,Valide,2025-06-24 15:50:07,AG-002
ENG-21866,CLI-10205,Hicham Fassi-Fihri,Mourabaha Auto,170030.38,24,7.4,37,Debloque,2023-02-06 17:49:17,AG-006
ENG-21867,CLI-10231,Amina Ouazzani,Ijara,638548.13,180,5.08,87,Debloque,2023-07-05 10:21:43,AG-005
ENG-21868,CLI-10333,Youssef El Amrani,Mourabaha Auto,369344.09,36,6.97,76,Valide,2023-09-13 14:19:43,AG-003
ENG-21869,CLI-10252,Said Bencheikh,Mourabaha Auto,371606.79,24,8.8,67,Debloque,2025-12-04 12:38:46,AG-007
ENG-21870,CLI-10227,Salma Jai,Credit Tresorerie,269587.67,36,8.54,88,Surveillance,2023-05-05 09:59:05,AG-002
ENG-21871,CLI-10197,Leila Idrissi,Investissement PME,1565353.52,48,5.97,79,Debloque,2023-05-04 14:31:50,AG-003
ENG-21872,CLI-10371,Meryem Guedira,Mourabaha Auto,157351.53,24,5.32,74,Debloque,2026-02-05 11:25:27,AG-005
ENG-21873,CLI-10150,Karim Balafrej,Mourabaha Immo,829243.69,240,8.68,82,Surveillance,2023-04-01 13:02:26,AG-003
ENG-21874,CLI-10069,Noureddine El Amrani,Ijara,20000,120,4.94,44,Valide,2025-02-15 11:15:03,AG-004
ENG-21875,CLI-10212,Mohamed Lamrani,Credit Tresorerie,214874.63,36,5.81,41,Valide,2026-05-08 16:49:04,AG-002
ENG-21876,,Zineb Mouline,Credit Tresorerie,171780.44,36,8.28,42,Debloque,2026-09-20 14:35:55,AG-009
ENG-21877,CLI-10178,Noureddine El Fassi,Mourabaha Immo,579625.81,180,8.73,36,Debloque,2024-07-01 12:44:16,AG-004
ENG-21878,CLI-10331,Amine Tazi,Ijara,423831.18,120,7.05,46,En analyse,2026-08-15 08:55:14,AG-003
ENG-21879,CLI-10150,Karim Balafrej,Mourabaha Auto,216904.4,48,8.37,59,Valide,2026-09-02 17:24:25,AG-003
ENG-21880,CLI-10284,Mehdi Mouline,Ijara,491230.55,240,4.13,44,Debloque,2025-06-05 16:02:24,AG-001
ENG-21881,CLI-10288,Zineb Kabbaj,Credit Tresorerie,276379.87,36,7.43,83,Surveillance,2023-02-20 09:50:01,AG-009
ENG-21882,CLI-10069,Noureddine El Amrani,Mourabaha Auto,106706.34,,5.31,23,Contentieux,2025-07-01 14:46:34,AG-004
ENG-21883,CLI-10339,Soukaina Erraji,Ijara,82948.22,240,4.73,82,Debloque,2024-12-05 11:54:24,AG-003
ENG-21884,CLI-10040,Abdellah Alaoui,Mourabaha Auto,361735.07,36,7.01,59,Debloque,2023-11-21 09:55:55,AG-010
ENG-21885,CLI-10294,Amine Alaoui,Mourabaha Immo,433996.76,120,3.89,42,Contentieux,2025-02-25 11:07:36,AG-006
ENG-21886,CLI-10160,Leila Bencheikh,Mourabaha Auto,317679.88,60,6.44,50,Debloque,2024-04-14 11:11:08,AG-003
ENG-21887,CLI-10240,Meryem Hakim,Mourabaha Auto,217996.04,48,6.5,34,,2025-09-22 17:58:10,AG-005
ENG-21888,CLI-10206,Imane Fikri,Investissement PME,938582.43,60,6.0,39,Debloque,2024-07-01 16:43:14,AG-003
ENG-21889,CLI-10277,Amine El Fassi,Mourabaha Auto,147826.23,60,7.09,28,Debloque,2024-01-09 12:46:40,AG-007
ENG-21890,CLI-10172,Amina Fassi-Fihri,Credit Tresorerie,526805.63,24,7.47,49,Debloque,2025-05-16 16:10:47,AG-003
ENG-21891,CLI-10416,Amina Lamrani,Mourabaha Auto,229699.2,36,8.96,83,Debloque,2025-02-21 13:55:26,AG-004
ENG-21892,CLI-10041,Rachid Sbihi,Mourabaha Immo,428593.86,240,8.98,49,Debloque,2023-02-27 14:27:49,AG-004
ENG-21893,CLI-10308,Hicham Mouline,Credit Tresorerie,706234.96,24,5.63,37,Valide,2023-09-14 17:53:37,AG-006
ENG-21894,CLI-10170,Meryem Fassi-Fihri,Ijara,264285.42,120,7.16,37,Debloque,2026-01-25 16:01:59,AG-002
ENG-21895,CLI-10028,Mehdi Zniber,Mourabaha Auto,383710.52,60,5.37,67,Valide,2023-12-11 13:27:57,AG-003
ENG-21896,CLI-10410,Khadija Ouazzani,Investissement PME,1233939.42,60,6.9,24,Debloque,2024-02-28 09:15:17,AG-010
ENG-21897,CLI-10348,Abdellah El Amrani,Mourabaha Auto,338947.3,36,3.73,48,Debloque,2026-09-19 17:01:35,AG-003
ENG-21898,CLI-10225,Asmaa Fikri,Ijara,276048.29,120,5.65,89,Valide,2023-09-19 14:46:16,AG-007
ENG-21899,CLI-10404,Karim Ouazzani,Ijara,174241.17,240,7.02,93,Debloque,2026-02-24 14:55:39,AG-003
ENG-21900,CLI-10448,Nadia Balafrej,Ijara,287675.6,240,5.81,31,Debloque,2024-08-01 11:42:58,AG-008
ENG-21901,CLI-10315,Khalid Guedira,Mourabaha Immo,699942.82,180,3.69,87,Valide,2025-04-24 17:45:34,AG-002
ENG-21902,CLI-10388,Noureddine Tazi,Credit Tresorerie,340507.99,12,7.01,54,Valide,2026-01-11 15:49:39,AG-003
ENG-21903,CLI-10231,Amina Ouazzani,Mourabaha Immo,246487.12,240,7.03,33,Debloque,2025-01-12 11:09:00,AG-005
ENG-21904,CLI-10122,Mehdi Lamrani,Credit Tresorerie,240392.4,24,3.52,79,En analyse,2024-05-02 09:40:23,AG-004
ENG-21905,CLI-10113,Amine Zniber,Credit Tresorerie,186141.42,12,7.27,83,Contentieux,2025-05-28 14:36:56,AG-005
ENG-21906,CLI-10120,Zineb El Fassi,Mourabaha Immo,717396.34,120,8.12,30,Debloque,2023-07-28 16:55:09,AG-004
ENG-21907,CLI-10316,Samira El Amrani,Credit Tresorerie,290099.0,24,7.47,36,Debloque,2026-09-02 17:39:14,AG-005
ENG-21908,CLI-10109,Imane Kabbaj,Mourabaha Immo,612257.75,120,4.09,61,Debloque,2023-06-05 12:45:47,AG-004
ENG-21909,CLI-10302,Hassan Alaoui,Mourabaha Auto,352605.49,24,6.54,66,Debloque,2025-07-27 10:38:35,AG-002
ENG-21910,CLI-10108,Asmaa Sbihi,Mourabaha Immo,647837.65,240,5.61,66,Debloque,2026-12-09 14:26:23,AG-001
ENG-21911,CLI-10352,Said Bennani,Mourabaha Immo,776068.53,240,4.21,62,En analyse,2023-06-01 11:02:35,AG-007
ENG-21912,CLI-10061,Samira El Fassi,Mourabaha Auto,350770.4,36,4.71,51,Valide,2023-05-27 17:09:53,AG-003
ENG-21913,CLI-10287,Rachid Bennani,Ijara,274740.47,180,5.05,22,Debloque,2026-02-26 10:46:17,AG-009
ENG-21914,CLI-10087,Rachid Bencheikh,Credit Tresorerie,233908.08,36,6.9,87,Surveillance,2025-10-22 16:53:34,AG-008
ENG-21915,CLI-10222,Rachid Ouazzani,Ijara,156863.61,180,8.72,49,Debloque,2025-01-25 17:39:28,AG-008
ENG-21916,CLI-10283,Meryem Jai,Investissement PME,704878.99,84,8.51,36,En analyse,2026-08-19 13:07:38,AG-008
ENG-21917,CLI-10009,Mehdi Slaoui,Mourabaha Auto,261246.7,48,6.07,58,Debloque,2026-07-07 13:33:08,AG-004
ENG-21918,CLI-10463,Hind Slaoui,Ijara,142526.0,120,4.77,93,Debloque,2026-02-01 10:22:54,AG-009
ENG-21919,CLI-10142,Omar Zniber,Mourabaha Auto,198908.82,48,4.17,95,Debloque,2025-05-20 13:59:20,AG-010
ENG-21920,CLI-10224,Soukaina Berrada,Credit Tresorerie,239473.9,12,5.37,20,Valide,2023-07-14 15:32:21,AG-009
ENG-21921,CLI-10345,Meryem Fassi-Fihri,Mourabaha Immo,513315.2,240,5.55,67,Contentieux,2026-06-23 12:01:23,AG-010
ENG-21922,CLI-10324,Meryem Kabbaj,Ijara,320170.14,120,8.41,36,Debloque,2025-03-20 17:05:37,AG-006
ENG-21923,CLI-10225,Asmaa Fikri,Mourabaha Immo,927074.33,120,8.96,58,Surveillance,2024-11-24 15:26:36,AG-007
ENG-21924,CLI-10395,Driss Guedira,Ijara,382475.03,,5.69,37,Debloque,2023-10-16 15:00:33,AG-006
ENG-21925,CLI-10428,Ahmed El Amrani,Credit Tresorerie,112558.56,12,7.69,40,Valide,2023-02-27 08:28:54,AG-006
ENG-21926,CLI-10266,Asmaa Hakim,Credit Tresorerie,111100.06,12,7.0,41,En analyse,2025-02-16 10:39:07,AG-005
ENG-21927,CLI-10243,Zineb El Amrani,Mourabaha Auto,193064.2,36,5.84,82,En analyse,2024-02-26 13:46:23,AG-007
ENG-21928,CLI-10067,Hind Guedira,Ijara,463522.53,120,3.81,46,En analyse,2024-07-03 15:20:14,AG-001
ENG-21929,CLI-10403,Ahmed Benjelloun,Mourabaha Immo,447737.8,120,6.67,62,Valide,2023-04-11 13:28:40,AG-005
ENG-21930,CLI-10415,Driss Hakim,Mourabaha Auto,108924.47,36,7.9,29,En analyse,2024-08-17 16:41:15,AG-007
ENG-21931,CLI-10184,Noureddine Balafrej,Mourabaha Immo,487533.06,240,7.11,78,Debloque,2023-05-09 13:52:34,AG-006
ENG-21932,CLI-10245,Khadija Slaoui,Mourabaha Auto,212219.94,36,4.27,47,Debloque,2026-08-16 09:36:28,AG-002
ENG-21933,CLI-10344,Khadija Sbihi,Mourabaha Immo,736616.9,120,7.14,59,Valide,2026-03-17 12:03:21,AG-007
ENG-21934,CLI-10367,Khadija Fikri,Mourabaha Immo,225375.37,120,5.67,25,Debloque,2023-08-04 12:35:52,AG-008
ENG-21935,CLI-10418,Khalid El Fassi,Mourabaha Auto,200127.3,60,5.57,82,Debloque,2023-02-05 16:30:35,AG-006
ENG-21936,CLI-10378,Ahmed Berrada,Mourabaha Auto,380149.28,48,8.83,35,Debloque,2024-04-21 13:04:53,AG-010
ENG-21937,CLI-10126,Omar Bennani,Ijara,412422.43,120,3.79,81,Debloque,2026-04-21 12:47:28,AG-006
ENG-21938,CLI-10442,Noureddine Kabbaj,Ijara,217152.16,120,6.8,35,Debloque,2024-08-27 08:02:45,AG-007
ENG-21939,CLI-10165,Hassan Zniber,Mourabaha Immo,834167.69,120,8.42,84,Surveillance,2024-12-12 13:18:52,AG-005
ENG-21940,CLI-10417,Mohamed El Fassi,Ijara,353774.87,120,4.67,28,Valide,2023-03-28 17:27:54,AG-003
ENG-21941,CLI-10358,Salma Sbihi,Mourabaha Immo,382460.36,240,6.12,95,En analyse,2025-01-12 12:59:17,AG-004
ENG-21942,CLI-10368,Zineb Hakim,Mourabaha Immo,1028831.09,120,3.83,42,Debloque,2026-04-02 17:19:52,AG-010
ENG-21943,CLI-10186,Fatima Idrissi,Ijara,325134.54,180,5.1,93,Debloque,2023-09-16 10:30:10,AG-005
ENG-21944,CLI-10418,Khalid El Fassi,Ijara,440001.18,180,,25,En analyse,2025-08-13 11:39:17,AG-006
ENG-21945,CLI-10165,Hassan Zniber,Mourabaha Immo,653956.8,180,3.77,76,Surveillance,2023-02-17 13:46:49,AG-005
ENG-21946,CLI-10209,Fatima Benjelloun,Investissement PME,1864093.43,84,6.11,31,Surveillance,2024-05-09 11:45:44,AG-002
ENG-21947,CLI-10115,Leila Tazi,Mourabaha Auto,164599.74,48,7.92,85,En analyse,2025-08-03 17:46:24,AG-001
ENG-21948,CLI-10194,Leila Kabbaj,Mourabaha Auto,231250.06,60,7.42,25,Surveillance,2024-04-04 13:00:46,AG-001
